phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
"3 — Location (city-specific, one per location page)",345,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-15-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",346,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-16-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",347,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-17-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",348,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-18-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",349,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-19-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",350,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-20-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",351,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-21-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",352,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-22-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",353,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-23-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",354,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-24-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",355,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-25-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",356,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-26-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",357,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-27-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",358,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-28-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",359,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-29-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",360,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-30-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",361,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-31-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",362,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-32-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",363,11,highlandsranchleak repairpros.com,Highlands Ranch,images/locations/neighborhood-33-highlands-ranch.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Highlands Ranch neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",364,12,boulderleak repairpros.com,Boulder,images/locations/downtown-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Boulder — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",365,12,boulderleak repairpros.com,Boulder,images/locations/north-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Boulder residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",366,12,boulderleak repairpros.com,Boulder,images/locations/south-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Boulder residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",367,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-04-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",368,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-05-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",369,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-06-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",370,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-07-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",371,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-08-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",372,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-09-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",373,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-10-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",374,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-11-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",375,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-12-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",376,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-13-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",377,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-14-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",378,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-15-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",379,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-16-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",380,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-17-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",381,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-18-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",382,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-19-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",383,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-20-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",384,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-21-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",385,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-22-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",386,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-23-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",387,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-24-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",388,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-25-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",389,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-26-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",390,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-27-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",391,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-28-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",392,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-29-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",393,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-30-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",394,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-31-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",395,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-32-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",396,12,boulderleak repairpros.com,Boulder,images/locations/neighborhood-33-boulder.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Boulder neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",397,13,greeleyleak repairpros.com,Greeley,images/locations/downtown-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Greeley — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",398,13,greeleyleak repairpros.com,Greeley,images/locations/north-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Greeley residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",399,13,greeleyleak repairpros.com,Greeley,images/locations/south-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Greeley residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",400,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-04-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",401,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-05-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",402,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-06-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",403,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-07-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",404,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-08-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",405,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-09-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",406,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-10-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",407,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-11-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",408,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-12-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",409,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-13-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",410,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-14-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",411,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-15-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",412,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-16-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",413,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-17-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",414,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-18-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",415,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-19-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",416,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-20-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",417,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-21-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",418,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-22-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",419,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-23-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",420,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-24-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",421,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-25-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",422,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-26-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",423,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-27-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",424,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-28-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",425,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-29-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",426,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-30-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",427,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-31-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",428,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-32-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",429,13,greeleyleak repairpros.com,Greeley,images/locations/neighborhood-33-greeley.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Greeley neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",430,14,longmontleak repairpros.com,Longmont,images/locations/downtown-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Longmont — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",431,14,longmontleak repairpros.com,Longmont,images/locations/north-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Longmont residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",432,14,longmontleak repairpros.com,Longmont,images/locations/south-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Longmont residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",433,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-04-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",434,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-05-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",435,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-06-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",436,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-07-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",437,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-08-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",438,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-09-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",439,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-10-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",440,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-11-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",441,14,longmontleak repairpros.com,Longmont,images/locations/neighborhood-12-longmont.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Longmont neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
